OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,DIAMETER,WATERTYPE,TRANSMISS,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,Shape_Length,GlobalID,geometry,ResourceID
426,WM-426,19670101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,2.5968875220684478,{F829C659-57B0-42FC-97DE-999DCDF1344E},"LINESTRING (-88.15460172452379 41.78815541116285,-88.1546112436348 41.78815559884125)",145858d0-36b7-4c41-a30e-7ecf7d83900f
427,WM-427,19750101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20160204212652,Esri,21.765986496628862,{5F2BE41F-860D-4E30-8C44-E5AEC537B1DA},"LINESTRING (-88.12560183235959 41.79593549181234,-88.12555201614683 41.79588881977364)",4aab9d26-d917-43e1-a238-bc9c20c7bf09
428,WM-428,19820101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20160204212652,Esri,5.740891021179601,{47DAE47B-9E0A-4D13-8527-2915780280E7},"LINESTRING (-88.12561701617359 41.79594640552532,-88.12560183235959 41.79593549181234)",1028c474-6398-4b05-988a-eae0f8ff57a7
429,WM-429,19690101,Cast Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,221.93762733238535,{C6C72BEF-F617-470A-9075-3950AB3A72F6},"LINESTRING (-88.13788480165535 41.78569039100893,-88.1376954183607 41.785694366094276,-88.13768410591278 41.785694604333436,-88.13707115987006 41.78570108408405)",e9c98190-24c3-4e51-af1a-fac66674babf
430,WM-430,000000,Unknown,10",Potable Water,No,True,True,Our Agency,Our Agency,20170203221529,Esri,60.08194985190141,{48C60194-1620-48CB-8CA2-A9EF019CC7D8},"LINESTRING (-88.1633982165842 41.790689441829294,-88.16356671695515 41.7905832123979)",734c1f9a-c9bc-43cb-b958-5d608e7e4b07
431,WM-431,20010101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,345.2789090709854,{9C833673-F7E9-47B0-966A-1F44CD22F4FC},"LINESTRING (-88.14868708338983 41.76778809132582,-88.14869743935783 41.76769626983603,-88.14872031089382 41.767493424632264,-88.14873938524642 41.76732424066777,-88.14875463766236 41.76718898351544,-88.14876988884666 41.767053713750784,-88.14878514480999 41.766918432283795,-88.14879354718221 41.76684389644519)",7d75f529-d7bf-42a1-9c07-f54fe52eab46
432,WM-432,000000,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,31.20433140932149,{A773410A-6795-43BF-8477-6C3A57368C1E},"LINESTRING (-88.15909526280154 41.76748249072084,-88.159085373346 41.76739717693156)",f8adf50e-e989-475a-a7a1-5e8d66de9e69
433,WM-433,19860101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,127.23572885596394,{A918C0D9-48B4-41D9-ACFF-9F78C77480E4},"LINESTRING (-88.16336179572039 41.76775205128067,-88.16336111904461 41.76740287697813)",7c269729-285a-4cd8-b474-6e599d89aa38
434,WM-434,19790101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,265.7043303119059,{6556DE0B-2B4B-47D4-9A0A-45D01F3C8F6C},"LINESTRING (-88.16509115443704 41.766134122893384,-88.16518042819519 41.76610815829461,-88.1653156012127 41.76606884261178,-88.16544959941267 41.76602986899254,-88.16558752338005 41.765989753882884,-88.1657046958488 41.76595567589559,-88.16584751667577 41.76591413423577,-88.16598139387844 41.76587519583325,-88.1659990159703 41.76587007050918)",81db5f3f-b8ad-435e-b5d7-d79c3e73e685
435,WM-435,19710101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,2.5969917186675966,{475305C8-6C60-4F8D-AC88-DE306264B4FE},"LINESTRING (-88.15842093153587 41.76626094183182,-88.15843042361139 41.76626148299564)",91c1bd8d-3c78-47ed-8022-e03d1b8f9d45
436,WM-436,20010101,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20170203221437,Esri,379.9084385953201,{B004D820-0435-43D9-98EF-8482CAB11A84},"LINESTRING (-88.15149947704707 41.77201392399626,-88.15161082292566 41.77201682016497,-88.15223801560562 41.7720331319741,-88.15254458997325 41.77203333478195,-88.15288564550869 41.77203356122059,-88.15289175178641 41.77203356540869)",3aa5ef5e-028b-4df7-83c3-270f0e0d62eb
437,WM-437,20040101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,4.180614471790091,{245BB0D5-216A-492F-8B9A-12D72F9E72FF},"LINESTRING (-88.14782226225819 41.77403068292662,-88.14783758620445 41.77403088594081)",9186e9a2-58cd-4a53-b792-a6b774831752
438,WM-438,20000101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,23.87233648297092,{C4E8973B-50E5-4837-811B-CBD74A7CE8FE},"LINESTRING (-88.17900962444673 41.78200146527252,-88.17909304891269 41.78202128984911)",3f6a1680-9ee8-4861-bec3-a273b365661c
439,WM-439,20010101,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,61.15683495043907,{3945F2D4-4F69-44E3-A14C-A75B3B5F0913},"LINESTRING (-88.15519681397095 41.77210361295881,-88.15530589426875 41.772106490329065,-88.15542087237158 41.77210952258781)",72d1c697-d8ee-47c8-af8f-c6159476b5be
440,WM-440,19680101,Cast Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,64.90918201508981,{DC4D20AF-6EC5-4826-A227-3EF23DA35C4E},"LINESTRING (-88.16821503729041 41.78408063439471,-88.16799431764586 41.784147267017175)",c1318921-5917-4868-bb2d-4ac24cecdf9f
441,WM-441,000000,Unknown,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,9.799880274166464,{4D6A71FF-5305-4F91-8E2A-1B8F83E27DD6},"LINESTRING (-88.17313467500902 41.78238818758551,-88.1731013983766 41.78239833328729)",5a11fe74-6daa-4fd5-b758-5ddee93d0bdc
442,WM-442,19910101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20170203223940,Esri,260.7809010050128,{53F728D7-1097-4B86-B528-FA95EC0252BC},"LINESTRING (-88.13886320276266 41.792482534477145,-88.138861937951 41.79250374124156,-88.13886745382818 41.79256438359398,-88.13886881980746 41.792614392859775,-88.13886764777153 41.79268929101114,-88.13886419747092 41.79273020567955,-88.1388600106915 41.79277993093424,-88.13884421437095 41.79285930252989,-88.13882165964452 41.79297263420052,-88.13877921933891 41.79318588936461,-88.13877799154535 41.79319205565826,-88.13877781216992 41.79319328524756)",3e7040c3-a901-4586-83e4-71ec1fe092e6
443,WM-443,20020101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,4.253932604028322,{C975DFC8-D53E-422C-9E34-FC8AB9F343DC},"LINESTRING (-88.15073566516837 41.79415361178184,-88.1507356536913 41.7941652858428)",e387f963-712a-43a0-9bcf-9331cf25a84e
444,WM-444,000000,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,16.042155349602076,{71295591-8A85-4086-8D1E-D3CB4C056C3E},"LINESTRING (-88.14797243770711 41.77190064741896,-88.14798545459888 41.771857714736214)",2d07d409-2018-4920-b294-af08ba5f1e3a
445,WM-445,000000,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,34.2115778828376,{C1DA2EED-7079-467C-9FC1-A4DBB4634667},"LINESTRING (-88.14823686135882 41.771416474192016,-88.14811154210658 41.77141278151555)",30fa1bf0-a487-4172-9bb6-d40b93c0481d
446,WM-446,20020101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,385.68513849999533,{236A16BD-0077-4C19-AF11-8640F6DB3411},"LINESTRING (-88.14947140679504 41.775166686844756,-88.14948198280855 41.7749435188706,-88.14948703860135 41.77483679512285,-88.14948820575695 41.774812208052076,-88.14949581204353 41.77465177717218,-88.14949793044684 41.7746070234702,-88.14952153675974 41.774108913256065)",8c8eb950-d6eb-4386-a687-391d81b64a1b
447,WM-447,20020101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,25.64401526690458,{46AEA229-F73C-4E1C-AAB4-67B471DE4F9F},"LINESTRING (-88.14963218056303 41.774077096684394,-88.14953816891939 41.7740768256802)",285cc5a1-9eb2-4a94-ba01-14153f221cea
448,WM-448,20020101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,15.832289330976039,{186101F4-8DEE-4260-8C44-D6D0E3C08429},"LINESTRING (-88.15114809984041 41.77410487917198,-88.1511796209934 41.774106139240786,-88.15117892265594 41.774125951544534)",344ac813-ebfc-462c-81fa-d6b7a08b77e1
449,WM-449,19640101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20160204212655,Esri,76.12955290757482,{3B7C3E75-15EA-4B4A-9770-F3918B8DF830},"LINESTRING (-88.14569295035962 41.79205682494278,-88.14561612578073 41.79205063730632,-88.14541591558093 41.792031102586)",8b1ec9c1-2f2b-4881-92f4-0c4289b8cf71
450,WM-450,19640101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,26.76926885633212,{7646766B-AF0C-4A3B-A6A2-D2DBBE0313F2},"LINESTRING (-88.14531159720663 41.792022581052066,-88.14530795019701 41.79209599323492)",0ee1ae89-ced1-4e01-9ccc-94fdae015c94
451,WM-451,19640101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20160204212651,Esri,64.92702278031705,{9C4ED9D9-840C-4786-87D9-AB92CDDA1158},"LINESTRING (-88.14521725684642 41.7925537243213,-88.1452162228693 41.79255512899226,-88.14510239682319 41.792709799254254)",389964ba-ba8a-4378-8ea7-231503b3a3c7
452,WM-452,20020101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,20.710533342718932,{1B246375-B983-454C-9AA8-B21E86BDE261},"LINESTRING (-88.1395283055944 41.77151934079601,-88.13945321695732 41.771527743260194)",f4b3c513-c47d-4cc2-8b97-f6cf4db550f6
453,WM-453,20020101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,885.6040252169239,{E167122D-5891-4E13-B912-C4A61AF674E0},"LINESTRING (-88.13668553557986 41.77304787742371,-88.13657334846033 41.77306604197308,-88.13647896124341 41.77308132513502,-88.13635691253904 41.7731010869285,-88.13587763864149 41.7731786904476,-88.13582018725971 41.773172577263345,-88.13576982021799 41.77316721813263,-88.13558202677305 41.773203964845294,-88.13553309925625 41.77321353792574,-88.13545947691033 41.773191344128335,-88.13534591325696 41.77321028572334,-88.13525487070869 41.77322547100119,-88.13522342558353 41.773265412756786,-88.13501697456769 41.77330091358129,-88.13500658439942 41.773302713481165,-88.13440129659438 41.773407546241394,-88.13436258785455 41.77341425084932,-88.13389926026043 41.773483702920565,-88.13354673491982 41.77353654595975)",afd1ba3a-c3fe-4e55-a18b-e97a98b36f43
454,WM-454,19780101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,100.86014545758997,{E21D02F9-E797-465C-8E51-55DFB3E72AE2},"LINESTRING (-88.13394308299027 41.77364912273042,-88.1335820390625 41.773708854182686)",d3e4d856-0c8d-4204-a946-b5426b61c527
456,WM-456,19790101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,330.95507506787743,{93EA9749-290D-43E8-9AEC-E0596FFECD87},"LINESTRING (-88.17685444209424 41.78131292547688,-88.17686343422773 41.78131029245733,-88.17723778665092 41.78120074041211,-88.17738051776891 41.781158971027736,-88.17798403604137 41.780981186355724)",41e2468e-09ac-4d7f-83ca-0494332c4fed
457,WM-457,000000,Ductile Iron,4",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,528.8133155319404,{7C3ED6F6-8D34-47B4-A749-50EA0D11998B},"LINESTRING (-88.17242270744546 41.781390979750796,-88.17080218623278 41.782187757234745)",8a15ee42-44bb-418e-8bfd-84ee70dc340b
458,WM-458,19880101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,31.850128904171914,{CE1DF9DD-3B48-4B2D-94BB-26FB5BF03DC3},"LINESTRING (-88.17301400947314 41.77929820362162,-88.1729421249631 41.77925946329614,-88.17291924099774 41.779247134183976)",0eb13d47-0df4-4b28-8dcb-d4f22740fc7d
459,WM-459,19820101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,215.084400527417,{A293AD88-35CA-4458-9754-DA7D47A3731C},"LINESTRING (-88.16623436242372 41.76579653534695,-88.16638938462617 41.7657553411909,-88.16656281333901 41.76570925484758,-88.16670264885391 41.765672097070855,-88.16686404870956 41.765629206230315,-88.16697735641833 41.76559909555595)",b967d9de-d734-417d-a4ca-590a35818de0
460,WM-460,19790101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,212.39361579024214,{1D0BAAB7-FEED-4EDE-AEAC-A350B6C3AD94},"LINESTRING (-88.17159690375337 41.76356305790773,-88.17160201969041 41.76373251575137,-88.1716073765922 41.76390994666768,-88.17160993136251 41.76399452161776,-88.17161324791101 41.764104266462084,-88.17161450017755 41.76414578408776)",443e6759-da54-4f34-929e-d5e21263ad08
461,WM-461,19790101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,7.166169566092026,{150C72A8-F403-48AE-AABE-667BFAA5C829},"LINESTRING (-88.17161450017755 41.76414578408776,-88.17161509298982 41.76416544530779)",3bb1e0dd-45d0-4898-a4cd-9f641bfdfb17
462,WM-462,000000,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,10.792055399121931,{2930035B-9B29-449D-ABD7-E06468ADE1C1},"LINESTRING (-88.18178821434459 41.76545525535104,-88.18177858648022 41.765426529093595)",d5072d06-53ef-405e-b3b8-74493bfac68c
463,WM-463,000000,Unknown,6",Potable Water,No,True,True,Our Agency,Our Agency,20170203215957,Esri,382.9541095387254,{7A7C69E4-7CE8-491E-809A-5D46C941FC2B},"LINESTRING (-88.13106222427747 41.76596669341289,-88.1313436041493 41.76596863172198,-88.13148444140313 41.76596960402817,-88.13161492310985 41.76597050305885,-88.13189440156643 41.765972474496046,-88.13203466174728 41.76597339289486,-88.1322394831726 41.76597480589372,-88.13246591768996 41.7659763625583)",0bb553db-be90-46b7-8b85-3e6eac97db02
464,WM-464,19880101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,96.03903569878872,{ABAC2AFD-2666-4210-9FB2-1F8D209B363A},"LINESTRING (-88.18116456206724 41.78284863608982,-88.18133454183142 41.7830794566218)",d92077b0-fbd0-4b17-8a31-b8bce3358401
465,WM-465,000000,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,18.863459293021773,{4E35C899-D561-4578-9725-671376BA7DDC},"LINESTRING (-88.12937847455248 41.787890618418935,-88.12930930831016 41.78789110155072)",f826d122-49e1-4f5f-b32c-2c1c22b4d778
466,WM-466,19690101,Cast Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,66.75100353328735,{DEE8DCA7-ACA7-471C-8F0E-7AA7DD3F0699},"LINESTRING (-88.15817395640467 41.78579051103327,-88.15792926479011 41.7857862652482)",ce2c7232-c98e-4f64-9e97-8d12c1fbcc81
467,WM-467,20010101,Ductile Iron,10",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,18.33190395899248,{FC8D475C-62B2-4C32-A3E8-043758EF6DF7},"LINESTRING (-88.15671603771773 41.787061514384675,-88.1567225992378 41.78701144633541)",70a502b4-cc51-4ff5-8e2e-1949ea4be315
468,WM-468,19650101,Cast Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,765.024518908766,{C9B31C29-0A97-4BF5-BA76-D516B9356717},"LINESTRING (-88.12654138334221 41.77501758685817,-88.1262706162359 41.775082139658984,-88.12621512013015 41.77509536861159,-88.12613755116587 41.77511394821038,-88.12593041351691 41.77516355365696,-88.1255181583058 41.77526228448707,-88.12516315605116 41.7753472997054,-88.12482560939348 41.7754281336044,-88.12427057919243 41.77556104776122,-88.12386994585417 41.7756569864815)",3b2160cb-2ca2-4a18-805c-1a5763b3b362
469,WM-469,20000101,Ductile Iron,12",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,169.7749675965772,{0D65EA44-27CA-49B9-9952-31F46CEB40F2},"LINESTRING (-88.13201262821181 41.77339027977178,-88.13185024756513 41.773425862923425,-88.131736057203 41.773450886310535,-88.13159001375607 41.77346255077756,-88.13140313241587 41.77347243980156)",cc5a5fc1-64cc-4e76-b96a-915c751ae492
470,WM-470,19790101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,6.327234647022228,{1608C972-B293-491D-81E8-57AAEB1AC35F},"LINESTRING (-88.12846479969451 41.782535457386075,-88.12844897440567 41.78254815398928)",a021cd62-42ce-4acb-82ac-7eab29982b0c
471,WM-471,19790101,Ductile Iron,6",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,361.9838538992985,{40FC76DB-776F-4DAB-800D-F591735C3681},"LINESTRING (-88.126710235999 41.78391430045865,-88.12656876668012 41.78402522898295,-88.12651560867499 41.784066911913094,-88.12643259965844 41.784132000903384,-88.12637363457863 41.78417823454418,-88.12630199187974 41.78423441051912,-88.12623845704363 41.784284229200466,-88.12617416835313 41.78433463892528,-88.12609878667726 41.78439374411107,-88.12605335136028 41.78442937411357,-88.1259523223455 41.78450858663447,-88.12592926692106 41.78452666840648,-88.12583891568258 41.78459751232771,-88.12580956792526 41.78461694045691,-88.12580336420673 41.78462141665606,-88.12579924004903 41.784623770856214,-88.12578993111994 41.78462984499037)",d8c2761d-383e-4537-99cc-667b887f0dce
472,WM-472,19790101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,327.0446664428154,{B0F41541-B6A5-4DCF-981E-BD75F53035A1},"LINESTRING (-88.12849954808767 41.783717213587714,-88.1284202528877 41.78378071519852,-88.12837535476079 41.78381667391363,-88.12831281836385 41.78386675303156,-88.12826882827669 41.78390197952954,-88.12824005893557 41.78392406718459,-88.12819795927533 41.783957200085894,-88.12811001018646 41.78402573345861,-88.12804358488037 41.78407748735794,-88.12798734740122 41.78412130742833,-88.12792234009378 41.784171960847246,-88.12786062737077 41.78422004868656,-88.12779856122066 41.78426840776934,-88.12768711903773 41.784355240962455,-88.1276722024193 41.784366861347245)",8103a951-e4f7-406d-bd56-5c9a02a92347
473,WM-473,19790101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,52.74805660772085,{56DE4419-AF01-4D8A-815C-705F4D7C6F28},"LINESTRING (-88.12766107494012 41.784375532624175,-88.12752415118662 41.78447776845254)",77a41ff5-0339-4bab-8c25-2b11f4f9eb7f
474,WM-474,19850101,Ductile Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,239.64078731938463,{E3C2F9B2-90F1-447D-BA65-8C2F4CB48771},"LINESTRING (-88.12257584021995 41.78353824594241,-88.12254115646547 41.78353649683205,-88.12250733085973 41.783534612430934,-88.12243605968253 41.783532401783475,-88.12242491496725 41.78353294675214,-88.12238143698036 41.783535072815006,-88.12232679703014 41.78354190256271,-88.12221656958006 41.78356387148392,-88.12220112016506 41.78356787941739,-88.12217651812307 41.78357426188946,-88.1221025951907 41.7835934369704,-88.12204439894676 41.78361684381939,-88.12203400495315 41.783621023092905,-88.1219496211724 41.78366470020389,-88.12191970580307 41.783680183611146,-88.12179666895665 41.78374386665344,-88.12177413537434 41.783755528970936)",e3a8ee50-587f-4c6a-a90d-99e345099071
475,WM-475,19790101,Ductile Iron,16",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,315.78631796410133,{D05386B8-B957-46C2-A2C3-36B1DACA278C},"LINESTRING (-88.12260446903382 41.7836962877432,-88.12266021469487 41.783858106761336,-88.12270324463309 41.78398302179522,-88.1227159749169 41.78401997259354,-88.12275470960297 41.78413744003673,-88.1227609367334 41.78415049229778,-88.12280385745754 41.78427508025611,-88.12280702486981 41.784284271556174,-88.12283705206643 41.78437143842524,-88.12285128782324 41.78441451712881,-88.12289136384007 41.78453580451136)",65d69c50-43fa-4357-adb7-a76a3a586239
476,WM-476,19680101,Cast Iron,8",Potable Water,No,True,True,Our Agency,Our Agency,20150506135051,Esri,222.35106798763871,{A10485A2-F104-4063-A2B1-A8E15305F44B},"LINESTRING (-88.12327090212382 41.771312531615344,-88.12327156054802 41.7713086810607,-88.123272636016 41.77129791827139,-88.12328131309552 41.77121366453795,-88.12328514856875 41.77117642888038,-88.12330158227941 41.77104856487119,-88.1233066295239 41.77100928399845,-88.1233095825411 41.770986316600215,-88.1233176419724 41.770948696102536,-88.12333638091437 41.77088138490086,-88.12338176621205 41.77075865634381,-88.12340239341859 41.770712699821026)",33178de0-4695-484c-a68c-ab4dccd3b2be
